593, 658, -0.05326411710235901, -0.05326411710235901, -1.9078896505875003, 15960, 15960, 18540, 236, 236, 248
315, 576, -0.8352481559995953, -0.8352481559995953, -3.0077135547433618, 8120, 8120, 14840, 120, 120, 215
687, 1547, -0.15986752188352535, -0.15986752188352535, -2.7580056003584774, 28420, 28420, 52760, 273, 273, 604
159, 319, -0.10894326434755183, -0.10894326434755183, -3.6263911834000995, 6460, 6460, 9040, 62, 62, 111
215, 763, -0.4742046391678847, -0.4742046391678847, -2.7390854236648297, 6180, 6180, 20060, 80, 80, 288
102, 155, -0.49424794147425666, -0.49424794147425666, -2.5185890701847513, 2080, 2080, 2900, 35, 35, 46
1178, 2605, -0.7506924101408503, -0.7506924101408503, -2.2103366238423368, 36240, 36240, 78440, 466, 466, 1025
182, 590, -0.6739472299762922, -0.6739472299762922, -2.6458751053109864, 3180, 3180, 15260, 64, 64, 220
276, 553, -0.3692395955047622, -0.3692395955047622, -2.4822527396397667, 6720, 6720, 16220, 108, 108, 204
282, 1158, -0.1651076419150639, -0.1651076419150639, -2.9264488678168488, 6780, 6780, 35760, 111, 111, 446
300, 301, -3.618219620390987, -3.618219620390987, -3.618219620390987, 6280, 6280, 6280, 104, 104, 104
380, 481, -0.9628659961876037, -0.9628659961876037, -3.776519602037476, 9740, 9740, 14760, 140, 140, 177
345, 2695, -0.2903738908972861, -0.2903738908972861, -1.8828870112315201, 9820, 9820, 76280, 135, 135, 1062
553, 1490, -0.45074505312669605, -0.45074505312669605, -2.035400860215334, 18420, 18420, 50560, 216, 216, 580
929, 1227, -0.22766211931208738, -0.22766211931208738, -4.3643520123329855, 22380, 22380, 29020, 370, 370, 475
366, 892, -0.49761649088762583, -0.49761649088762583, -2.5972639123520955, 12900, 12900, 32560, 142, 142, 341
116, 117, -2.942175190808155, -2.942175190808155, -2.942175190808155, 1800, 1800, 1800, 30, 30, 30
138, 152, -2.121215323917194, -2.121215323917194, -3.0406318634589398, 2180, 2180, 2320, 41, 41, 44
301, 944, -0.08752784083643472, -0.08752784083643472, -2.094178638584286, 7140, 7140, 28560, 119, 119, 361
379, 430, -1.5285864339640063, -1.5285864339640063, -2.873911890068956, 13660, 13660, 14580, 139, 139, 155
111, 986, -0.07839709554429689, -0.07839709554429689, -2.6890404221248416, 2180, 2180, 24100, 44, 44, 377
397, 551, -1.6213236910002957, -1.6213236910002957, -1.8933654426939632, 10680, 10680, 13720, 149, 149, 204
394, 1489, -0.11452758672479299, -0.11452758672479299, -3.073523091466949, 9740, 9740, 38440, 154, 154, 579
147, 150, -2.55400483966032, -2.55400483966032, -2.677447061237416, 4420, 4420, 4420, 43, 43, 43
543, 1362, -0.16416082406773835, -0.16416082406773835, -2.424850183574811, 17960, 17960, 44720, 216, 216, 528
166, 167, -2.8066689399080063, -2.8066689399080063, -2.8066689399080063, 3720, 3720, 3720, 51, 51, 51
111, 112, -3.206583137938709, -3.206583137938709, -3.206583137938709, 2480, 2480, 2480, 29, 29, 29
175, 262, -0.8391515362425225, -0.8391515362425225, -2.21247401148859, 2880, 2880, 6320, 59, 59, 88
655, 761, -1.2404072905392294, -1.2404072905392294, -4.288426599288052, 20180, 20180, 22380, 253, 253, 289
256, 337, -0.40054820734015917, -0.40054820734015917, -3.860359170242849, 8440, 8440, 9360, 98, 98, 119
290, 535, -1.0032812439626622, -1.0032812439626622, -2.7123650739917595, 7820, 7820, 14800, 109, 109, 197
173, 1262, -0.05326411710235901, -0.05326411710235901, -2.1643296221732515, 3400, 3400, 39840, 68, 68, 489
186, 528, -0.4342197137344357, -0.4342197137344357, -2.7938446930420535, 5320, 5320, 11380, 70, 70, 195
169, 285, -0.42816185505061716, -0.42816185505061716, -2.8906772398763967, 4820, 4820, 7720, 63, 63, 98
197, 220, -0.8103304048134452, -0.8103304048134452, -3.514977307075383, 4340, 4340, 4380, 71, 71, 72
565, 854, -0.19401220164959412, -0.19401220164959412, -3.0668994212683622, 15980, 15980, 24760, 224, 224, 325
362, 2141, -1.1406429732302765, -1.1406429732302765, -1.2614653201263817, 16180, 16180, 71080, 135, 135, 839
1277, 3273, -0.6344994214294583, -0.6344994214294583, -2.6277518148516554, 41640, 41640, 107240, 504, 504, 1293
124, 182, -0.9740530428989783, -0.9740530428989783, -4.042813123280715, 3300, 3300, 6260, 40, 40, 57
105, 107, -2.100879301736713, -2.100879301736713, -3.0799793476508377, 2340, 2340, 2340, 26, 26, 26
1145, 1409, -1.0967225093275839, -1.0967225093275839, -2.5693252734052545, 31860, 31860, 36840, 450, 450, 546
130, 169, -0.3168742831700958, -0.3168742831700958, -3.805150965007394, 2120, 2120, 2260, 48, 48, 51
688, 1207, -0.2359633772082683, -0.2359633772082683, -3.1412160227112413, 24380, 24380, 41360, 270, 270, 466
115, 167, -0.7675505510261659, -0.7675505510261659, -4.758253903933213, 3800, 3800, 5640, 37, 37, 52
195, 475, -0.9758131364577027, -0.9758131364577027, -2.546703493297258, 5780, 5780, 15720, 70, 70, 173
1077, 1282, -1.378353891612193, -1.378353891612193, -3.0254399988359006, 26800, 26800, 33540, 418, 418, 497
913, 968, -1.1915646484925475, -1.1915646484925475, -2.135591435395457, 27340, 27340, 27880, 357, 357, 370
460, 539, -0.7595712983660172, -0.7595712983660172, -3.3902585766834163, 11940, 11940, 14460, 177, 177, 199
223, 250, -0.7372233466091352, -0.7372233466091352, -3.377643378364695, 4360, 4360, 4700, 80, 80, 84
2688, 3641, -1.4056339764223, -1.4056339764223, -3.002742935704933, 77820, 77820, 105280, 1064, 1064, 1440
300, 339, -0.2439768816257161, -0.2439768816257161, -3.065621660951003, 9000, 9000, 9180, 116, 116, 120
869, 872, -1.8031153733176617, -1.8031153733176617, -1.93329821616627, 26100, 26100, 26100, 332, 332, 332
333, 945, -0.06730770911087666, -0.06730770911087666, -2.487145941240249, 11680, 11680, 28520, 133, 133, 362
943, 2962, -0.2539850267901146, -0.2539850267901146, -2.751671734857374, 28560, 28560, 85060, 374, 374, 1169
190, 1158, -0.36927480378981226, -0.36927480378981226, -2.7037572049107714, 4080, 4080, 26740, 73, 73, 447
176, 398, -0.05275573544551674, -0.05275573544551674, -2.446689224243988, 4540, 4540, 10700, 70, 70, 142
289, 574, -0.40879746563214797, -0.40879746563214797, -3.119655245021007, 7020, 7020, 15000, 111, 111, 213
115, 311, -1.1910220606371011, -1.1910220606371011, -2.886838342787288, 3280, 3280, 7760, 37, 37, 107
110, 136, -1.556267612144605, -1.556267612144605, -3.193940153808272, 3960, 3960, 4220, 32, 32, 38
125, 716, -1.0453490903899787, -1.0453490903899787, -2.9619525191483436, 2100, 2100, 20960, 41, 41, 270
589, 963, -0.15594080893142354, -0.15594080893142354, -2.5329224450863634, 18220, 18220, 27180, 234, 234, 368
1011, 1218, -0.07374777379520672, -0.07374777379520672, -4.1976050942957555, 26420, 26420, 35320, 401, 401, 472
157, 355, -0.6874954492559145, -0.6874954492559145, -2.195924286731235, 3960, 3960, 11600, 57, 57, 125
226, 583, -0.06601228682665858, -0.06601228682665858, -2.6426332797796266, 7200, 7200, 19640, 89, 89, 216
115, 233, -0.20971457694899118, -0.20971457694899118, -3.3887415890602353, 1940, 1940, 4880, 45, 45, 77
234, 499, -0.3221779948016177, -0.3221779948016177, -3.4975121696869556, 7040, 7040, 13420, 91, 91, 183
1166, 1761, -0.08038315215033495, -0.08038315215033495, -4.186636443541498, 33440, 33440, 47880, 464, 464, 689
554, 758, -0.4700481008300556, -0.4700481008300556, -2.4194107909655234, 15780, 15780, 22620, 219, 219, 288
295, 468, -0.5727491588819653, -0.5727491588819653, -2.7704824234042142, 6840, 6840, 12020, 114, 114, 170
1866, 2048, -0.11011515932074584, -0.11011515932074584, -4.607486832159375, 50500, 50500, 53420, 744, 744, 804
144, 377, -1.0652264846191062, -1.0652264846191062, -2.612263276417028, 5760, 5760, 12560, 50, 50, 134
117, 213, -0.23026815726517535, -0.23026815726517535, -3.5858886981832994, 1980, 1980, 5520, 43, 43, 69
140, 550, -0.32014586709281956, -0.32014586709281956, -3.2833061601249787, 2640, 2640, 12520, 53, 53, 205
248, 526, -0.3803641902232324, -0.3803641902232324, -2.621248445552357, 6400, 6400, 13120, 96, 96, 194
325, 685, -0.03707612274364297, -0.03707612274364297, -3.2534364468320467, 8500, 8500, 19280, 130, 130, 257
116, 144, -0.42081509862282596, -0.42081509862282596, -1.8147473546573336, 3900, 3900, 3900, 41, 41, 41
103, 397, -0.6692776279295145, -0.6692776279295145, -3.14261103584322, 2800, 2800, 10620, 36, 36, 142
442, 725, -0.6659227283483455, -0.6659227283483455, -2.1569085591975137, 13400, 13400, 21740, 170, 170, 273
807, 866, -0.6927280527218221, -0.6927280527218221, -3.20083905713069, 23380, 23380, 25260, 315, 315, 330
487, 570, -0.8834451536632436, -0.8834451536632436, -2.377602755556138, 12560, 12560, 15280, 185, 185, 211
203, 675, -0.61851574191033, -0.61851574191033, -2.136844367784048, 6480, 6480, 21300, 77, 77, 253
419, 685, -0.24727310466730237, -0.24727310466730237, -1.7726441509121376, 10900, 10900, 18840, 165, 165, 257
964, 1598, -0.3063052719709146, -0.3063052719709146, -2.5057622009397242, 28740, 28740, 47640, 383, 383, 622
106, 116, -1.5120164800424567, -1.5120164800424567, -1.5958118655689628, 3560, 3560, 3860, 27, 27, 30
166, 442, -0.38885058085997715, -0.38885058085997715, -2.658239860831577, 4460, 4460, 12120, 63, 63, 160
345, 407, -0.8740367516442489, -0.8740367516442489, -3.647732657484997, 9440, 9440, 10740, 129, 129, 147
116, 205, -0.17914083576175785, -0.17914083576175785, -2.5066977643583077, 2100, 2100, 4220, 44, 44, 65
606, 735, -0.23798722771565503, -0.23798722771565503, -3.063981303384767, 16060, 16060, 17840, 240, 240, 277
1148, 1329, -0.22528987026847624, -0.22528987026847624, -3.6632504926556786, 36580, 36580, 41640, 456, 456, 515
102, 106, -2.740027549389283, -2.740027549389283, -3.6554106863047418, 3360, 3360, 3360, 26, 26, 26
130, 475, -0.10966917578781032, -0.10966917578781032, -2.526830271625899, 4260, 4260, 10540, 50, 50, 174
358, 719, -1.5581732477887134, -1.5581732477887134, -3.142202068389685, 11240, 11240, 21140, 134, 134, 271
110, 186, -1.479672148407634, -1.479672148407634, -2.6686121068902375, 3600, 3600, 6440, 32, 32, 58
131, 147, -1.375924926198444, -1.375924926198444, -2.45292029029459, 2360, 2360, 3600, 38, 38, 43
221, 406, -0.060772166795120014, -0.060772166795120014, -1.821843926503836, 6020, 6020, 11980, 87, 87, 145
113, 181, -0.5723595487981592, -0.5723595487981592, -3.063009342607562, 4480, 4480, 5180, 40, 40, 56
306, 600, -0.2630838732744796, -0.2630838732744796, -2.668900837589049, 6900, 6900, 12640, 119, 119, 223
280, 1064, -0.5015523468839841, -0.5015523468839841, -3.325870213370342, 5640, 5640, 27980, 109, 109, 409
107, 270, -0.25723019236296935, -0.25723019236296935, -2.6216586501846946, 2120, 2120, 5740, 41, 41, 92
320, 1489, -0.1346130486472508, -0.1346130486472508, -2.469060752768449, 10320, 10320, 41960, 124, 124, 581
145, 483, -0.4283069710934245, -0.4283069710934245, -2.3696550237474647, 3820, 3820, 12440, 55, 55, 177
105, 141, -0.46516666134843376, -0.46516666134843376, -2.4239778969991708, 2400, 2400, 2740, 36, 36, 40
698, 845, -0.2519820411535327, -0.2519820411535327, -2.3058622688429193, 21720, 21720, 25880, 278, 278, 321
426, 1310, -0.5123052962024839, -0.5123052962024839, -2.220230974137266, 16460, 16460, 44520, 165, 165, 507
134, 165, -1.7055534258419778, -1.7055534258419778, -1.8781612534468302, 4320, 4320, 4860, 41, 41, 49
1377, 2916, -0.5930440933963745, -0.5930440933963745, -2.286311718120791, 51300, 51300, 98400, 545, 545, 1150
187, 195, -1.338083905956037, -1.338083905956037, -2.518470571118265, 4240, 4240, 4240, 62, 62, 62
281, 345, -0.5279911659024441, -0.5279911659024441, -3.0638602732463163, 11660, 11660, 12500, 106, 106, 121
811, 1086, -0.6991670374124318, -0.6991670374124318, -3.8559862133320344, 25260, 25260, 30340, 319, 319, 419
213, 436, -0.14342368760415974, -0.14342368760415974, -3.0454382342045947, 4620, 4620, 13120, 80, 80, 158
135, 194, -0.9077774606958936, -0.9077774606958936, -3.042940540512904, 3640, 3640, 4420, 47, 47, 61
445, 494, -0.6075023577524368, -0.6075023577524368, -3.3311103334018806, 13720, 13720, 14360, 171, 171, 181
254, 619, -0.4794012479856265, -0.4794012479856265, -4.05051436786296, 5160, 5160, 15940, 98, 98, 233
235, 263, -1.9847638744571672, -1.9847638744571672, -2.3480908862335323, 7480, 7480, 7640, 84, 84, 88
1432, 2309, -1.0857728064505503, -1.0857728064505503, -3.3950989113406367, 44880, 44880, 68980, 563, 563, 908
431, 433, -1.9234918564209305, -1.9234918564209305, -2.440664560757648, 13200, 13200, 13200, 156, 156, 156
841, 871, -1.1230205664531399, -1.1230205664531399, -2.5958549426156994, 26560, 26560, 26700, 329, 329, 332
967, 2465, -0.4124095961482287, -0.4124095961482287, -2.679890387983097, 27860, 27860, 76940, 383, 383, 969
475, 641, -0.3126615698056763, -0.3126615698056763, -4.5406113227575275, 13120, 13120, 15660, 187, 187, 241
231, 822, -0.8633865218349073, -0.8633865218349073, -2.5513344669584535, 4940, 4940, 21900, 85, 85, 312
157, 351, -0.48493431767677664, -0.48493431767677664, -2.228026327288161, 3160, 3160, 10940, 56, 56, 124
491, 1525, -1.3794746456321416, -1.3794746456321416, -2.1432482545912492, 13740, 13740, 45060, 185, 185, 593
715, 1733, -0.17361096158235256, -0.17361096158235256, -2.2504098311707317, 19320, 19320, 46600, 284, 284, 676
241, 574, -0.10462925392552544, -0.10462925392552544, -2.4363777933502373, 6480, 6480, 15200, 93, 93, 213
141, 791, -0.21639367889669356, -0.21639367889669356, -2.783791335449538, 7120, 7120, 25940, 54, 54, 299
145, 230, -0.2690510786120167, -0.2690510786120167, -3.53506354736546, 2920, 2920, 3800, 56, 56, 76
329, 502, -0.2740287787086171, -0.2740287787086171, -3.6420123283580694, 10920, 10920, 15580, 129, 129, 184
1098, 1163, -0.9742980258632505, -0.9742980258632505, -2.99704791515759, 23820, 23820, 24700, 433, 433, 449
681, 690, -1.720906458964921, -1.720906458964921, -2.106887684804903, 18520, 18520, 18520, 259, 259, 259
124, 303, -0.5340834672609256, -0.5340834672609256, -2.947364499752366, 4360, 4360, 7840, 45, 45, 104
1732, 2316, -0.5442455702190936, -0.5442455702190936, -2.929591037314149, 61760, 61760, 78300, 688, 688, 909
436, 555, -0.5120027516313707, -0.5120027516313707, -2.5789957763938287, 11740, 11740, 14720, 169, 169, 206
677, 763, -0.2749186242684045, -0.2749186242684045, -3.4530863429947116, 19680, 19680, 22620, 268, 268, 289
1163, 2191, -1.3136700730118493, -1.3136700730118493, -2.411564886811502, 33840, 33840, 68980, 458, 458, 861
166, 284, -1.0554006078528004, -1.0554006078528004, -2.0455317427000947, 3440, 3440, 5820, 58, 58, 97
381, 689, -0.2928935889302633, -0.2928935889302633, -2.652007405478084, 9820, 9820, 21120, 150, 150, 260
168, 197, -1.4137575878244328, -1.4137575878244328, -2.9090009046505756, 5600, 5600, 6120, 54, 54, 62
161, 1945, -0.1288715762346119, -0.1288715762346119, -3.9064301606727057, 5340, 5340, 54820, 64, 64, 762
476, 1168, -0.5356426597040441, -0.5356426597040441, -3.011514062066651, 15880, 15880, 36920, 187, 187, 451
1219, 1272, -0.27956652696014384, -0.27956652696014384, -3.568573824786147, 37620, 37620, 38040, 485, 485, 494
932, 1349, -0.7215905187648831, -0.7215905187648831, -3.3760759697412297, 31620, 31620, 41720, 365, 365, 523
611, 1343, -0.08005587883517624, -0.08005587883517624, -2.6844126277522755, 15900, 15900, 39680, 244, 244, 520
1163, 1563, -0.21111251701312558, -0.21111251701312558, -3.326215295122497, 34000, 34000, 45000, 462, 462, 608
360, 638, -0.667385061062099, -0.667385061062099, -2.9475959114420776, 12980, 12980, 19740, 137, 137, 238
150, 362, -0.48485320130088144, -0.48485320130088144, -2.9216966122033097, 3280, 3280, 10620, 55, 55, 129
542, 731, -0.3310130711270821, -0.3310130711270821, -2.053738746083986, 15280, 15280, 22120, 214, 214, 276
380, 512, -1.0035686383936997, -1.0035686383936997, -2.366552669759742, 12840, 12840, 17240, 143, 143, 189
103, 120, -2.6476394279733846, -2.6476394279733846, -3.2145417494367754, 2700, 2700, 2900, 27, 27, 31
127, 412, -0.5729580161871437, -0.5729580161871437, -2.56627000434737, 3620, 3620, 12320, 47, 47, 148
548, 643, -0.2233675620103072, -0.2233675620103072, -3.4268312719307437, 18860, 18860, 20280, 217, 217, 241
111, 559, -0.23987462214806157, -0.23987462214806157, -2.7158958936445736, 4200, 4200, 17380, 42, 42, 207
328, 404, -0.2178816566150868, -0.2178816566150868, -2.7574084599184285, 8160, 8160, 9100, 128, 128, 145
191, 335, -0.10958786419455566, -0.10958786419455566, -3.4067314120873995, 5580, 5580, 7820, 75, 75, 118
172, 494, -0.7069300967649583, -0.7069300967649583, -3.172275309012758, 6040, 6040, 16760, 64, 64, 181
102, 652, -1.0879952765898522, -1.0879952765898522, -1.8885000767962912, 3720, 3720, 22140, 31, 31, 244
124, 216, -0.15733582206340244, -0.15733582206340244, -3.25262985681909, 2320, 2320, 4260, 48, 48, 70
179, 331, -1.6593174803814306, -1.6593174803814306, -3.0254138863599556, 4720, 4720, 8320, 62, 62, 116
236, 300, -1.354757434950232, -1.354757434950232, -3.0835743039447636, 5660, 5660, 7580, 83, 83, 103
426, 537, -1.1218995378055336, -1.1218995378055336, -1.7565329855215224, 11400, 11400, 14100, 160, 160, 198
343, 900, -0.5015839512324696, -0.5015839512324696, -3.9601724055936143, 11460, 11460, 26360, 133, 133, 344
316, 343, -0.4719854901066749, -0.4719854901066749, -2.617730883179686, 11540, 11540, 12740, 118, 118, 122
186, 481, -0.2595027817254312, -0.2595027817254312, -2.8750380629023136, 3900, 3900, 13380, 72, 72, 177
251, 267, -1.5916066955679982, -1.5916066955679982, -3.045608213331578, 7140, 7140, 7140, 90, 90, 90
770, 1019, -0.274618471958714, -0.274618471958714, -2.82080163536774, 18960, 18960, 25480, 304, 304, 390
595, 603, -1.7576872361839184, -1.7576872361839184, -2.7288689537606534, 15980, 15980, 16060, 222, 222, 224
171, 1058, -0.4017144793632571, -0.4017144793632571, -1.6952471567977025, 4180, 4180, 30900, 63, 63, 406
208, 276, -1.7871804057320833, -1.7871804057320833, -2.3821094224018573, 7280, 7280, 9380, 72, 72, 93
787, 1276, -1.4715603873470913, -1.4715603873470913, -2.9826580935749987, 27900, 27900, 40160, 304, 304, 493
248, 486, -0.273445076676342, -0.273445076676342, -3.17364273974388, 8660, 8660, 16320, 95, 95, 180
5994, 6037, -1.231191678984949, -1.231191678984949, -2.3322236482913525, 181980, 181980, 182560, 2389, 2389, 2398
119, 142, -0.6634523179000823, -0.6634523179000823, -2.597035227265339, 5900, 5900, 5940, 40, 40, 41
235, 339, -0.29689316046165737, -0.29689316046165737, -1.737669119321073, 4500, 4500, 7560, 91, 91, 118
573, 656, -0.37344835787027064, -0.37344835787027064, -2.9476560877692304, 14380, 14380, 16800, 226, 226, 246
218, 395, -0.9952906228550857, -0.9952906228550857, -3.3158342701960666, 6260, 6260, 13540, 76, 76, 141
391, 1324, -0.5168942192754868, -0.5168942192754868, -2.1774181051826433, 14260, 14260, 43360, 150, 150, 513
454, 664, -0.5627786237825639, -0.5627786237825639, -1.7586465420809254, 13840, 13840, 18620, 177, 177, 250
