-0.03644421377577663, 76, -0.4811079304406934
-0.5126056456259017, 82, -0.05780463612604325
-0.185472794290803, 77, -0.4126625988820454
-0.08855919850246488, 76, -0.9605325005713091
-0.2524353542392006, 83, -0.41256472780773806
-0.5448818936965885, 80, -0.31992356294863966
-0.10043994468026321, 78, -0.3392891522273539
-0.18662319592484009, 79, -0.3376482042905996
-0.19549435994180708, 71, -1.0838346818945546
-0.4212722310510676, 81, -0.297690128676503
-0.01419745440966079, 72, -0.8102478103464209
-0.2255708146495313, 76, -0.4631295493913262
-1.0907308975379562, 86, -0.37116710311506884
-0.10966917578781032, 80, -0.19401220164959412
-0.24993110547412992, 80, -0.485849971584587
-0.6656996006661323, 78, -0.6568487122152431
-0.8622330278612418, 81, -0.44484725334578523
-0.47829196945544605, 80, -0.33591133044001764
-0.12011781150240206, 78, -0.14058255472590192
-1.1976269220438858, 77, -1.2625842754433503
-0.5071423057144772, 74, -1.4636385803109078
-0.1043111168206163, 77, -1.2666188777773209
-0.08283219015324095, 67, -2.331099118546123
-0.18654929460675806, 80, -0.06243095008599939
-0.4059511833760039, 79, -0.09512748413614258
-0.9274403846579323, 81, -0.4165778559547149
-0.26089779485741005, 81, -0.1164867675169736
-0.9182629704121863, 83, -0.49380621656200135
-0.25002414343894064, 75, -0.876660670233524
-0.24065490053432873, 79, -0.4184866404101345
-0.1441140078635696, 78, -0.05833193125223343
-0.23621980592538466, 75, -0.9019404412727684
-0.10966917578781032, 69, -1.7691078609740185
-0.10552975014553961, 77, -0.413014354568181
-0.7587272161375862, 82, -0.3083375219239252
-0.3756516105094948, 81, -0.24947296795117077
-1.0951804911066199, 87, -0.05160533381147964
-0.3197425763519784, 79, -0.5144410539154476
-0.4180381186820432, 78, -0.26848050912657406
-0.5510856793541693, 82, -0.2624703123945079
-1.4046618126501518, 89, -0.2534030702586283
-0.2555927106513779, 79, -0.47026403491166746
-0.11695969569715509, 73, -0.6866095841227489
-0.16944616800102905, 79, -0.4422067021767021
