-0.8654169866575335, 33, 259, 0
-0.12177659479328143, 312, 459, 0
-0.2975182851240984, 225, 501, 1
-0.30777236509327227, 303, 501, 1
-0.1490675951386844, 368, 479, 0
-0.10415166604410456, 319, 501, 1
-0.22766211931208738, 392, 501, 1
-0.16416082406773835, 291, 429, 0
-0.5867746479941991, 55, 267, 0
-0.7251484794486827, 221, 501, 1
-1.245926287860408, 270, 501, 1
-0.09465307640228832, 372, 501, 1
-0.4441277553173039, 287, 501, 1
-0.058504237133897574, 99, 372, 0
-0.6308000193691727, 70, 293, 0
-0.38741974757865455, 189, 409, 0
-0.5428584177105231, 324, 501, 1
-0.5357422505518049, 242, 501, 1
-0.16693174348651868, 210, 501, 1
-0.06767107011753795, 395, 501, 1
-0.8599615975795987, 207, 501, 1
-0.5098153741703333, 261, 501, 1
-0.7731113971574219, 276, 474, 0
-0.15228557087268235, 190, 403, 0
-0.3651713704464177, 301, 499, 0
-0.13061167111874594, 347, 457, 0
-0.4806602634982981, 169, 468, 0
-0.61044480540227, 222, 501, 1
-1.5520909070201496, 250, 501, 1
-0.22086064316359577, 311, 501, 1
-0.33543099151387157, 234, 501, 1
-2.230869903238698, 19, 314, 0
-0.4547038097826567, 331, 501, 1
-0.3204288522658534, 240, 501, 1
-0.4901810061435523, 188, 485, 0
-1.1321873994367802, 93, 292, 0
-0.3918051300399306, 253, 501, 1
-1.273359177160002, 30, 323, 0
-0.3820279007575099, 305, 501, 1
-0.05326411710235901, 208, 501, 1
-0.7527219647135637, 109, 233, 0
-0.13224769181210203, 360, 501, 1
-0.19571495372465836, 172, 438, 0
-0.09999396114732768, 236, 501, 1
-0.2633512054090601, 296, 501, 1
-0.37916302384811174, 369, 501, 1
-0.10773300278476378, 269, 501, 1
-0.09442674415885266, 390, 501, 1
-0.22051743062598764, 312, 501, 1
-1.9076433719185444, 9, 167, 0
-0.5054745764930688, 333, 501, 1
-0.17631015749768447, 257, 501, 1
-1.5943300202517994, 89, 245, 0
-0.13360297402507113, 339, 501, 1
-0.09687578216175863, 340, 501, 1
-0.10537910182904725, 377, 501, 1
-1.7255350500127487, 303, 501, 1
-0.06126337422980763, 328, 501, 1
-0.12758977350366055, 314, 501, 1
-0.1742383872072018, 173, 320, 0
-0.28471439588048864, 83, 355, 0
-0.23332026175558337, 348, 501, 1
-0.06243095008599939, 240, 501, 1
-0.3127487149659104, 363, 501, 1
-0.4034039270998474, 387, 501, 1
-0.803088094056983, 387, 501, 1
-1.0620901079623264, 203, 501, 1
-0.19549435994180708, 258, 501, 1
-0.18131839887130322, 139, 293, 0
-0.5101955829557111, 96, 242, 0
-0.8577120160062709, 267, 501, 1
-0.25232648869084606, 147, 350, 0
-0.42869396727005465, 248, 501, 1
-0.07093426975328801, 287, 501, 1
-0.08166029518004694, 212, 456, 0
-0.1501494744718495, 48, 308, 0
-0.12029443650106844, 232, 501, 1
-0.18986686118851678, 210, 501, 1
-0.1633874983862556, 378, 501, 1
