-1.0245130827150273, 580
-0.07374777379520672, 760
-0.39413029712695646, 420
-1.1127490137783946, 740
-0.27434424228273036, 640
-0.162575942094941, 1400
-1.301741687232847, 1000
-0.01419745440966079, 1500
-1.612917366237058, 420
-0.15149531616065573, 520
-0.19702928947822437, 340
-0.8148846505204339, 1940
-0.5816714024319807, 1600
-0.26081711747899716, 560
-0.6055095794924259, 620
-0.0693298534084173, 1500
-0.3171478172759783, 740
-0.18260540743250167, 560
-0.485916940966008, 1780
-0.2239518775019188, 380
-0.33144121930589254, 800
-0.4263492093585947, 380
-0.1956709849404735, 1500
-0.36964399836345285, 460
-0.16346122305988406, 280
-0.4751670063857457, 1860
-0.8107399686911625, 720
-0.5072817853040325, 500
-0.1060742194938844, 600
-0.45870345954525893, 840
-1.19369822292134, 680
-0.27598519021948464, 300
-0.2414921683695521, 540
-0.5828819904382068, 1680
-0.2219894779088721, 1520
-1.887756663995134, 840
-0.16070000586859345, 1300
-0.10731993453333322, 440
-0.8896912512524182, 960
-0.1180911838618443, 560
-0.3113367814839284, 720
-0.9162232688955376, 1020
-1.8115007998141028, 780
-0.6875468892697677, 420
-0.1876985223750551, 560
-0.6115163073291164, 1780
-0.21468052865980555, 760
-0.4806098515530485, 560
-0.06504925926475974, 580
-0.2355065853642637, 660
-0.03707612274364297, 420
-1.150162364098639, 240
-1.4389960448555432, 640
-0.20038356465421112, 820
-0.31663934022650964, 540
-0.07715835304126314, 2680
-0.22785640266253446, 400
-0.12205398450544865, 460
-0.5087286399185692, 580
-0.3289687035250256, 1620
-0.09603116050372335, 600
-0.10845637602986646, 1440
-0.22638237094084593, 520
-0.07532414046047994, 540
-0.0913355098205296, 560
-0.5509089589628767, 760
-0.359971997807621, 540
-0.17860752783355777, 2680
-0.19648254123178807, 500
-0.08331907847092632, 360
-0.5544797144414302, 1140
-0.12289412282046677, 280
-0.8780314933879791, 1020
-0.514281357947325, 420
-0.30036390624827203, 500
-0.15149531616065573, 1620
-0.20975854573317612, 1120
-0.13642484982912503, 460
-0.1020443610251339, 540
-0.20598113087360434, 440
-0.21234586761687488, 700
-2.069696447764952, 840
-0.12029443650106844, 700
-0.07088904585153587, 520
-0.060772166795120014, 520
-0.058504237133897574, 520
-1.3043174719852861, 900
-0.753688826072645, 1780
-0.12453573188919154, 1500
-0.6543733663705098, 460
-0.4585498281949275, 620
-0.20813229546491138, 760
-0.03644421377577663, 760
-0.4226186557772326, 1520
-0.7673153784055167, 860
-1.0819638077117673, 740
-0.3187833940689533, 720
-0.7648312481444559, 1000
-0.5475814160553585, 660
-0.1655841320709255, 440
-0.16056255829653532, 560
-0.8609104157381668, 620
-0.628276810609658, 2800
-0.5438190140707336, 1060
-0.570750799195487, 520
-0.09465307640228832, 520
-0.20786877049762167, 520
-0.2726959185089342, 580
-0.17730334505020476, 760
-0.684497637545186, 500
-1.1875162530445067, 2400
-0.520257193595349, 520
-0.340335035770232, 700
-0.29078892051969374, 680
-0.6224135382441366, 1980
-0.31694043243897463, 960
-0.06292215752068694, 680
-0.4600842189091295, 440
-0.28038507654337874, 640
-0.08166029518004694, 220
-1.161947250742018, 800
-0.0745156064939472, 460
-0.36886847525700006, 1540
-0.3211843425932111, 680
-0.6199557802352909, 740
-0.1262261195285563, 2740
-0.36784478108155355, 600
-1.8368174298479247, 1280
-0.7623829457037997, 1840
-0.24565693993664559, 1500
-1.251914454192996, 480
-0.4801640615397532, 1360
-0.6809241205419498, 480
-0.21605505078556042, 720
-0.24650416693621038, 760
-0.6031061910341114, 1640
-0.31716565263010343, 520
-0.43508477608812557, 740
-0.21252808099090992, 440
-1.4022280844860926, 1660
-0.3439710339161874, 460
-0.15833185529625113, 540
-0.21040969461382833, 520
-0.6266267839526622, 880
-0.4752234557537617, 540
-0.6594361280413066, 3160
-0.6779763596808465, 640
-0.12411918903090688, 1760
-0.08855919850246488, 440
-0.17361096158235256, 380
-0.41411153505965187, 780
-0.21716558552082546, 960
-0.32016498635643564, 760
-1.4358426306281498, 360
-1.9182699195617654, 360
-0.13695214495531516, 800
-0.16145240385632273, 500
-0.5192755431740882, 500
-0.2555144633437896, 2820
-0.7200357126771126, 1680
-0.3891498268460864, 780
-0.19484321106115488, 380
-0.4055485697387578, 660
-1.0941703736646184, 520
-0.10211590219329719, 640
-0.3043992036512977, 260
-0.04509255409324625, 640
-0.3087742613291463, 620
-0.05475059451157424, 1620
-0.4073104524213361, 1480
-0.5051336836246433, 220
-0.5024205348785997, 1620
-0.42178376406355267, 920
-0.3393548457230843, 520
-0.24811649841113037, 340
-0.3288131279651352, 780
-0.12736800585506922, 660
-0.5094045176706206, 440
-0.04343377080236688, 680
-0.8660433703761325, 480
-0.16476997043808145, 1600
-0.545922632764479, 660
-1.4410619263854103, 1020
-0.2716963036817335, 2840
-0.8618981111668824, 840
-0.8244618415012288, 540
-0.5366018419870693, 1240
-0.5226438948296077, 1080
-0.0568454538430182, 520
-0.18246880050534034, 720
-1.3428713698623451, 460
-0.22051743062598764, 580
-0.4399644620451584, 520
-0.26854701607217674, 680
-0.7908245407011786, 560
-0.7586657335899021, 920
-0.2100418502641499, 620
-0.13526175731595044, 1540
-1.0056575457262855, 720
-0.9010733583105044, 480
-0.7551889150343428, 1740
-0.5445457225287842, 640
-0.23272993346196186, 820
-0.3585135700780032, 560
-1.6627074607037984, 340
-0.06601228682665858, 500
-0.1365876100829139, 740
-0.8821712596144868, 860
-0.1415595454459234, 520
-0.010359025587228732, 1640
-0.4276947532455172, 2060
-0.17276373458278776, 600
-0.07890547720113913, 1680
-0.1504684418376427, 300
-0.10217940534955544, 560
-0.6643384014016707, 420
-0.7419024764653108, 800
-1.3884990340276104, 820
-0.3787916726861346, 620
-0.058504237133897574, 740
-0.157663014126734, 720
-0.48475999751250154, 640
-0.37725602685436554, 720
-0.13696931917746982, 300
-0.2714480397956508, 840
-1.247968179056157, 580
-1.6469515201044282, 660
-0.7001440281324532, 440
-0.16234690911734953, 580
-0.30177675473437615, 580
-0.5675090388504268, 1280
-0.5194636703984306, 800
