-1.0968620369950224, 81, -0.6841778826741559, 200, 467
-0.1651076419150639, 70, -1.3426294318558636, 200, 352
-1.5767591781301429, 68, -2.5122732135636436, 185, 414
-0.268576787826845, 84, -0.12645828533897135, 200, 357
-0.13354311409632014, 72, -0.808127192607285, 200, 348
-0.3103596662214658, 77, -0.9217766563392321, 200, 442
-0.9424939219589189, 76, -1.304934204989024, 200, 329
-0.9778853266903931, 67, -1.915905453227508, 190, 418
-0.4366758196663832, 78, -0.739375729977032, 200, 419
-0.1347580692974318, 12, -2.532359858970685, 59, 198
-0.09110917757709394, 71, -0.9683652644775436, 200, 296
-0.5908882691038282, 74, -1.2306757078332982, 200, 441
-0.05241149820350982, 80, -0.5122600723007316, 200, 425
-0.4840402528247201, 70, -1.7029597695749206, 200, 420
-0.4554860161553671, 83, -0.04524768575275572, 200, 353
-0.36298585741080136, 42, -4.105699357335914, 130, 263
-0.7535275717479409, 83, -0.050332674124784815, 200, 425
-0.5371179257877948, 79, -1.1211083839618237, 200, 297
-0.05780463612604325, 79, -0.24234496173025546, 200, 465
-1.1364673047696778, 4, -3.860251759657665, 26, 159
-1.2880287129130692, 67, -2.8435171408643147, 191, 324
-0.12563532124610785, 80, -0.02303253073512529, 200, 485
-0.4494745075664069, 80, -0.6666770401393469, 200, 437
-0.28872855015732907, 80, -0.6524111773943464, 200, 305
-0.9977575454533709, 3, -1.652093170028655, 19, 233
-0.11786782051144859, 78, -0.6456437144597855, 200, 356
-0.23164751832720012, 81, -0.3731845877113702, 200, 403
-0.3127395719216538, 69, -3.479721745153812, 200, 322
-0.1433406821820868, 1, -4.391928876423949, 34, 174
-0.09131833559837493, 80, -0.18984740806827063, 200, 414
-0.5734685615178206, 78, -0.6623839519415367, 200, 316
-0.542095429408311, 83, -0.0745156064939472, 200, 419
-0.36298048188500215, 82, -0.20571736071470384, 200, 462
-0.10939178607564312, 79, -0.2834763108817018, 200, 382
-0.29890120107630525, 74, -0.9330828055158178, 200, 367
-0.20049191600110688, 20, -4.092788446610272, 77, 282
-0.7584830961471167, 84, -0.2243661414621119, 200, 440
-0.26945717340315767, 83, -0.13061167111874594, 200, 295
-0.36428061856304894, 78, -0.2647553646059144, 200, 449
-0.34084341742707425, 79, -0.604858075018521, 200, 290
-0.48935787811090525, 81, -0.3310130711270821, 200, 392
-0.4993727013524314, 83, -0.4231055440949181, 200, 477
-0.1990822275511864, 81, -0.27102799900780516, 200, 412
-1.016817444122432, 82, -0.43942879515683303, 200, 347
