-0.24823559642760457, 64, -4.2007116398985005, 190, false
-0.06601228682665858, 81, -0.09521699887087925, 200, false
-0.4494787476141813, 25, -2.818201949048342, 93, false
-0.19043086490893493, 79, -0.43986487119739764, 200, false
-0.21954043990596617, 76, -0.8715686661061256, 200, false
-0.5028566109191643, 79, -0.5628688601455931, 200, false
-0.17166887376049936, 73, -0.886418006163791, 200, false
-1.7458026439510141, 0, -2.293124189226635, 3, false
-0.06381783664745383, 74, -1.1318241878712125, 200, false
-0.20065282779585386, 8, -3.147885717262578, 54, false
-0.39365351981859964, 59, -2.738882137580373, 178, false
-0.10869666841080597, 75, -0.6491929072010609, 200, false
-0.39629424799002744, 78, -0.434719954063229, 200, false
-0.4915840500955383, 80, -0.4206863383804707, 200, false
-0.0712163191666946, 79, -0.45372735486423177, 200, false
-1.1108647635097328, 83, -0.5477291805374132, 200, false
-0.7517631757738632, 12, -2.222008466827, 52, false
-0.11725984800684561, 76, -0.611062624902922, 200, false
-0.6108853780632277, 84, -0.14653589531856148, 200, false
-0.23552020491753042, 78, -0.5132493793785693, 200, false
-1.2507530864251053, 91, -0.04524768575275572, 200, false
-0.5388018805416427, 77, -0.74862993024469, 200, false
-0.09805778814428111, 80, -0.17391111389204306, 200, false
-0.43227530401071385, 78, -0.35552046112046887, 200, false
-0.16842064390197833, 80, -0.2353387628256167, 200, false
-0.3310130711270821, 82, -0.01419745440966079, 200, false
-0.3508999742254797, 84, -0.12289412282046677, 200, false
-0.426249699762661, 70, -2.3199830807652058, 200, false
-0.381923382666351, 69, -2.9004935620125623, 200, false
-0.8264430486910397, 75, -1.7888255694696957, 200, false
-1.7796362683478195, 51, -2.6715101271586126, 139, false
-0.9314459826238748, 84, -0.7501872425686589, 200, false
-0.06243095008599939, 48, -3.205429283399144, 157, false
-0.8130790244120909, 79, -0.9326905203061727, 200, false
-0.3805735934361243, 80, -0.5775915864718053, 200, false
-1.1147279733055766, 84, -0.366830153737297, 200, false
-0.8131473663470685, 85, -0.18654134468068717, 200, false
-0.1494176310513664, 79, -0.5043286582020489, 200, false
-0.06763498242603541, 80, -0.06763498242603541, 200, false
-0.187715451405599, 60, -5.2741070563583055, 180, false
-0.4057248511325682, 19, -4.096200767694098, 77, false
-0.4510509215464231, 4, -2.6762535143387725, 44, false
-0.6122685835718233, 53, -2.8149387494125917, 160, false
-0.8729828378990631, 79, -0.9492025346044544, 200, false
-0.12473964211934102, 75, -0.5203410145331288, 200, false
-0.30817746302101756, 16, -3.1359759026797027, 68, false
-0.6185923714517974, 45, -3.6120249777776623, 140, false
-0.2497221426702083, 79, -0.1813012246491486, 200, false
-0.7323596322605629, 83, -0.21383226377426298, 200, false
-0.12039520121456929, 77, -0.4018387023809792, 200, false
-1.1217164518590532, 56, -2.2189494619922745, 162, false
-0.2641435738896014, 81, -0.292068761879668, 200, false
